	P28566	P08913	P30556	Q5T6X5	P08912	P43115	Q96G91	P25101	Q9UBS5	P35462	P51681	P20309	P28335	P08588	Q14832	O60883	P43119	Q13639	P41231	P13945	O95665	P34995	Q9Y271	P35372	P08100	P21554	P18089	Q9NPC1	P37288	P24530	P08172	P48039	P21728	P30542	Q8NFJ5	Q15722	Q14416	P29274	P30872	P50406	P11229	Q15391	P30518	P07550	P35368	Q13258	P41595	Q8TDS4	P32745	P28222	P41143	P08173	Q99677	P08908	P25100	P47900	P18825	P43088	P41594	P25105	P25024	P51582	P28223	Q9NS75	P34981	P34969	P14416	Q9Y5N1	P32238	Q13255	P25021	Q9H3N8	P43116	P35348	P32239	P35346	O15303	Q15077	Q14833	P29275	P30874	P30939	Q9H244	P21918	P21731	P21917	P47898	O00222	Q14831	P35367	P43657	P28221	P41145	P0DMS8
Q9Y5N1	0.07692307692307693	0.1	0.09090909090909091	0.0	0.08	0.1	0.2	0.0	0.08695652173913043	0.0625	0.043478260869565216	0.1	0.0625	0.0625	0.11764705882352941	0.125	0.0	0.11764705882352941	0.0	0.0	0.0	0.125	0.08333333333333333	0.15384615384615385	0.07692307692307693	0.09523809523809523	0.0	0.0	0.0	0.07142857142857142	0.16666666666666666	0.09090909090909091	0.0	0.0	0.14285714285714285	0.1	0.045454545454545456	0.0	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.0	0.047619047619047616	0.0	0.2	0.0	0.07142857142857142	0.0625	0.07142857142857142	0.04	0.0	0.06666666666666667	0.0	0.0	0.25	0.1	0.14285714285714285	0.0	0.09523809523809523	0.08333333333333333	0.08333333333333333	0.09090909090909091	0.07142857142857142	0.18181818181818182	0.05	0.07692307692307693	0.125	1.0	0.08333333333333333	0.037037037037037035	0.0	0.16666666666666666	0.0	0.15384615384615385	0.0	0.0	0.10526315789473684	0.06666666666666667	0.07692307692307693	0.0	0.16666666666666666	0.0	0.0	0.15384615384615385	0.07142857142857142	0.09090909090909091	0.15384615384615385	0.0	0.05263157894736842	0.07692307692307693	0.1111111111111111	0.0625	0.0625	0.0	
P32238	0.26666666666666666	0.23076923076923078	0.21428571428571427	0.17647058823529413	0.3333333333333333	0.23076923076923078	0.13333333333333333	0.16666666666666666	0.25	0.2222222222222222	0.20833333333333334	0.17391304347826086	0.29411764705882354	0.2222222222222222	0.2	0.21052631578947367	0.26666666666666666	0.2	0.06666666666666667	0.07692307692307693	0.15384615384615385	0.07692307692307693	0.125	0.1111111111111111	0.1875	0.12	0.09090909090909091	0.1	0.08333333333333333	0.17647058823529413	0.1875	0.3181818181818182	0.1	0.23529411764705882	0.3	0.23076923076923078	0.3333333333333333	0.0	0.16666666666666666	0.18181818181818182	0.4	0.1875	0.17391304347826086	0.0	0.2777777777777778	0.3333333333333333	0.42857142857142855	0.29411764705882354	0.25	0.19230769230769232	0.06666666666666667	0.23529411764705882	0.2	0.14285714285714285	0.0	0.23076923076923078	0.10526315789473684	0.1	0.21739130434782608	0.2	0.38461538461538464	0.3076923076923077	0.3333333333333333	0.125	0.18181818181818182	0.35714285714285715	0.2777777777777778	0.08333333333333333	1.0	0.2692307692307692	0.17647058823529413	0.1875	0.2	0.17647058823529413	0.09090909090909091	0.23076923076923078	0.13043478260869565	0.23529411764705882	0.13793103448275862	0.08333333333333333	0.11764705882352941	0.07692307692307693	0.2727272727272727	0.3333333333333333	0.3333333333333333	0.21428571428571427	0.25	0.047619047619047616	0.13636363636363635	0.11764705882352941	0.19047619047619047	0.2222222222222222	0.2222222222222222	0.0	
Q13255	0.25925925925925924	0.14814814814814814	0.14285714285714285	0.25	0.6206896551724138	0.19230769230769232	0.06666666666666667	0.34375	0.36363636363636365	0.23333333333333334	0.375	0.4	0.1935483870967742	0.23333333333333334	0.3448275862068966	0.26666666666666666	0.1724137931034483	0.18181818181818182	0.14814814814814814	0.07407407407407407	0.1111111111111111	0.07407407407407407	0.13793103448275862	0.20689655172413793	0.25925925925925924	0.4827586206896552	0.125	0.08333333333333333	0.037037037037037035	0.2962962962962963	0.25925925925925924	0.29411764705882354	0.04	0.2857142857142857	0.07692307692307693	0.19230769230769232	0.4827586206896552	0.12	0.16129032258064516	0.07692307692307693	0.2857142857142857	0.25925925925925924	0.3125	0.18518518518518517	0.26666666666666666	0.19230769230769232	0.2962962962962963	0.32142857142857145	0.20689655172413793	0.3939393939393939	0.10714285714285714	0.2857142857142857	0.2222222222222222	0.14814814814814814	0.0	0.14814814814814814	0.09090909090909091	0.37037037037037035	0.43333333333333335	0.17857142857142858	0.2222222222222222	0.14285714285714285	0.34615384615384615	0.2222222222222222	0.41379310344827586	0.21428571428571427	0.3103448275862069	0.037037037037037035	0.2692307692307692	1.0	0.20689655172413793	0.13333333333333333	0.32	0.25	0.125	0.19230769230769232	0.3225806451612903	0.2857142857142857	0.5	0.24242424242424243	0.25925925925925924	0.20833333333333334	0.34375	0.20689655172413793	0.2962962962962963	0.10344827586206896	0.20689655172413793	0.32142857142857145	0.48148148148148145	0.25925925925925924	0.2903225806451613	0.27586206896551724	0.23333333333333334	0.041666666666666664	
P25021	0.10526315789473684	0.125	0.1875	0.15789473684210525	0.3076923076923077	0.2	0.11764705882352941	0.25	0.23076923076923078	0.14285714285714285	0.24	0.20833333333333334	0.09090909090909091	0.09090909090909091	0.23809523809523808	0.3157894736842105	0.10526315789473684	0.23809523809523808	0.2	0.0	0.0625	0.14285714285714285	0.25	0.15789473684210525	0.16666666666666666	0.30434782608695654	0.07692307692307693	0.08333333333333333	0.07142857142857142	0.1	0.16666666666666666	0.19230769230769232	0.18181818181818182	0.21052631578947367	0.07142857142857142	0.125	0.15384615384615385	0.07142857142857142	0.15	0.15384615384615385	0.15	0.3125	0.11538461538461539	0.26666666666666666	0.19047619047619047	0.125	0.2222222222222222	0.2	0.29411764705882354	0.43478260869565216	0.2	0.15	0.1111111111111111	0.2	0.0	0.2	0.15	0.3333333333333333	0.25	0.1111111111111111	0.25	0.11764705882352941	0.15789473684210525	0.25	0.3333333333333333	0.23529411764705882	0.3888888888888889	0.0	0.17647058823529413	0.20689655172413793	1.0	0.10526315789473684	0.1111111111111111	0.1	0.16666666666666666	0.125	0.16666666666666666	0.15	0.2962962962962963	0.16666666666666666	0.23529411764705882	0.14285714285714285	0.2	0.15789473684210525	0.15789473684210525	0.11764705882352941	0.1	0.14285714285714285	0.2857142857142857	0.3125	0.2857142857142857	0.2631578947368421	0.2	0.0	
Q9H3N8	0.25	0.13333333333333333	0.38461538461538464	0.16666666666666666	0.2692307692307692	0.21428571428571427	0.2	0.20833333333333334	0.2916666666666667	0.21052631578947367	0.15384615384615385	0.4	0.21052631578947367	0.21052631578947367	0.13636363636363635	0.3333333333333333	0.25	0.25	0.13333333333333333	0.15384615384615385	0.14285714285714285	0.07142857142857142	0.26666666666666666	0.10526315789473684	0.3333333333333333	0.07407407407407407	0.08333333333333333	0.09090909090909091	0.07692307692307693	0.16666666666666666	0.42857142857142855	0.2	0.09090909090909091	0.2222222222222222	0.16666666666666666	0.3076923076923077	0.16	0.07692307692307693	0.2222222222222222	0.16666666666666666	0.4666666666666667	0.1111111111111111	0.16666666666666666	0.125	0.3333333333333333	0.13333333333333333	0.23529411764705882	0.35294117647058826	0.3125	0.18518518518518517	0.13333333333333333	0.29411764705882354	0.05555555555555555	0.0625	0.0	0.3076923076923077	0.047619047619047616	0.09523809523809523	0.20833333333333334	0.11764705882352941	0.35714285714285715	0.058823529411764705	0.23529411764705882	0.1875	0.17391304347826086	0.1111111111111111	0.14285714285714285	0.16666666666666666	0.1875	0.13333333333333333	0.10526315789473684	1.0	0.1875	0.4	0.0	0.0625	0.22727272727272727	0.2222222222222222	0.25925925925925924	0.125	0.3333333333333333	0.15384615384615385	0.16	0.23529411764705882	0.16666666666666666	0.125	0.23529411764705882	0.15	0.23809523809523808	0.25	0.23809523809523808	0.21052631578947367	0.09523809523809523	0.1	
P43116	0.35714285714285715	0.14285714285714285	0.3076923076923077	0.25	0.23076923076923078	0.3333333333333333	0.21428571428571427	0.12	0.25	0.15789473684210525	0.16	0.17391304347826086	0.1	0.1	0.2	0.2777777777777778	0.26666666666666666	0.14285714285714285	0.23076923076923078	0.07692307692307693	0.25	0.16666666666666666	0.125	0.17647058823529413	0.35714285714285715	0.16666666666666666	0.09090909090909091	0.2222222222222222	0.08333333333333333	0.25	0.1875	0.20833333333333334	0.1	0.16666666666666666	0.18181818181818182	0.23076923076923078	0.2727272727272727	0.08333333333333333	0.16666666666666666	0.08333333333333333	0.23529411764705882	0.26666666666666666	0.2857142857142857	0.0625	0.21052631578947367	0.23076923076923078	0.3333333333333333	0.2222222222222222	0.1111111111111111	0.19230769230769232	0.06666666666666667	0.16666666666666666	0.058823529411764705	0.06666666666666667	0.0	0.14285714285714285	0.05	0.15789473684210525	0.2727272727272727	0.125	0.2	0.21428571428571427	0.3333333333333333	0.058823529411764705	0.23809523809523808	0.11764705882352941	0.09523809523809523	0.0	0.2	0.32	0.1111111111111111	0.1875	1.0	0.1111111111111111	0.2	0.06666666666666667	0.23809523809523808	0.23529411764705882	0.2692307692307692	0.23809523809523808	0.26666666666666666	0.2727272727272727	0.21739130434782608	0.1111111111111111	0.3333333333333333	0.0625	0.17647058823529413	0.2222222222222222	0.19047619047619047	0.1875	0.08695652173913043	0.1	0.15789473684210525	0.1111111111111111	
P35348	0.23529411764705882	0.125	0.11764705882352941	0.15789473684210525	0.3076923076923077	0.2	0.11764705882352941	0.2	0.3333333333333333	0.2	0.19230769230769232	0.45	0.2	0.2631578947368421	0.3	0.3157894736842105	0.16666666666666666	0.23809523809523808	0.058823529411764705	0.06666666666666667	0.0625	0.0	0.17647058823529413	0.2222222222222222	0.16666666666666666	0.15384615384615385	0.0	0.0	0.0	0.1	0.4	0.19230769230769232	0.08333333333333333	0.21052631578947367	0.07142857142857142	0.2	0.2	0.07142857142857142	0.21052631578947367	0.25	0.4375	0.05	0.11538461538461539	0.11764705882352941	0.3888888888888889	0.125	0.375	0.3333333333333333	0.29411764705882354	0.2692307692307692	0.058823529411764705	0.35294117647058826	0.05263157894736842	0.2	0.0	0.2857142857142857	0.045454545454545456	0.2631578947368421	0.25	0.1111111111111111	0.25	0.05555555555555555	0.29411764705882354	0.25	0.2727272727272727	0.16666666666666666	0.25	0.15384615384615385	0.17647058823529413	0.25	0.1	0.4	0.1111111111111111	1.0	0.07692307692307693	0.125	0.21739130434782608	0.2777777777777778	0.25	0.21739130434782608	0.3125	0.23076923076923078	0.07142857142857142	0.29411764705882354	0.15789473684210525	0.1875	0.29411764705882354	0.4117647058823529	0.22727272727272727	0.16666666666666666	0.22727272727272727	0.2631578947368421	0.14285714285714285	0.0	
P32239	0.0	0.1111111111111111	0.0	0.07692307692307693	0.08333333333333333	0.25	0.1	0.047619047619047616	0.09090909090909091	0.06666666666666667	0.045454545454545456	0.05	0.0	0.06666666666666667	0.058823529411764705	0.13333333333333333	0.08333333333333333	0.058823529411764705	0.25	0.0	0.125	0.14285714285714285	0.0	0.16666666666666666	0.08333333333333333	0.1	0.0	0.25	0.0	0.07692307692307693	0.0	0.045454545454545456	0.0	0.07142857142857142	0.16666666666666666	0.25	0.15789473684210525	0.16666666666666666	0.07142857142857142	0.16666666666666666	0.07142857142857142	0.08333333333333333	0.16666666666666666	0.1	0.13333333333333333	0.1111111111111111	0.16666666666666666	0.14285714285714285	0.07692307692307693	0.13636363636363635	0.0	0.07142857142857142	0.0	0.1111111111111111	0.0	0.1111111111111111	0.07142857142857142	0.14285714285714285	0.1	0.0	0.2	0.1	0.16666666666666666	0.09090909090909091	0.1111111111111111	0.08333333333333333	0.13333333333333333	0.0	0.09090909090909091	0.125	0.16666666666666666	0.0	0.2	0.07692307692307693	1.0	0.1111111111111111	0.1111111111111111	0.15384615384615385	0.08	0.05263157894736842	0.08333333333333333	0.14285714285714285	0.047619047619047616	0.07692307692307693	0.16666666666666666	0.2222222222222222	0.0	0.06666666666666667	0.11764705882352941	0.0	0.05555555555555555	0.14285714285714285	0.0	0.0	
P35346	0.0625	0.07692307692307693	0.07142857142857142	0.2	0.2	0.16666666666666666	0.0	0.3	0.16666666666666666	0.1111111111111111	0.125	0.19047619047619047	0.25	0.25	0.15789473684210525	0.16666666666666666	0.13333333333333333	0.15789473684210525	0.16666666666666666	0.09090909090909091	0.18181818181818182	0.0	0.0	0.2	0.13333333333333333	0.08333333333333333	0.25	0.0	0.1	0.2	0.0625	0.17391304347826086	0.0	0.11764705882352941	0.0	0.2727272727272727	0.18181818181818182	0.1	0.35714285714285715	0.1	0.1875	0.0625	0.08695652173913043	0.07142857142857142	0.16666666666666666	0.07692307692307693	0.125	0.17647058823529413	0.2857142857142857	0.11538461538461539	0.07692307692307693	0.11764705882352941	0.14285714285714285	0.07692307692307693	0.0	0.16666666666666666	0.05555555555555555	0.05263157894736842	0.18181818181818182	0.0	0.14285714285714285	0.15384615384615385	0.2857142857142857	0.06666666666666667	0.2	0.0625	0.10526315789473684	0.0	0.23076923076923078	0.19230769230769232	0.125	0.0625	0.06666666666666667	0.125	0.1111111111111111	1.0	0.09090909090909091	0.1875	0.10714285714285714	0.14285714285714285	0.0625	0.09090909090909091	0.13043478260869565	0.2857142857142857	0.2857142857142857	0.15384615384615385	0.125	0.1111111111111111	0.09523809523809523	0.0625	0.15	0.17647058823529413	0.1111111111111111	0.0	
O15303	0.22727272727272727	0.09090909090909091	0.19047619047619047	0.21739130434782608	0.3333333333333333	0.3333333333333333	0.19047619047619047	0.2	0.35714285714285715	0.2	0.1935483870967742	0.4	0.1111111111111111	0.25	0.3333333333333333	0.4090909090909091	0.125	0.18518518518518517	0.3333333333333333	0.047619047619047616	0.21052631578947367	0.1	0.08333333333333333	0.2727272727272727	0.17391304347826086	0.38461538461538464	0.05263157894736842	0.11764705882352941	0.05	0.2727272727272727	0.22727272727272727	0.1935483870967742	0.05555555555555555	0.20833333333333334	0.10526315789473684	0.2631578947368421	0.3333333333333333	0.10526315789473684	0.3181818181818182	0.10526315789473684	0.2608695652173913	0.17391304347826086	0.34615384615384615	0.13636363636363635	0.2916666666666667	0.2	0.2727272727272727	0.36363636363636365	0.16666666666666666	0.3	0.14285714285714285	0.2608695652173913	0.18181818181818182	0.14285714285714285	0.0	0.2	0.11538461538461539	0.25	0.5	0.04	0.23809523809523808	0.08695652173913043	0.2727272727272727	0.13043478260869565	0.36	0.35	0.24	0.10526315789473684	0.13043478260869565	0.3225806451612903	0.16666666666666666	0.22727272727272727	0.23809523809523808	0.21739130434782608	0.1111111111111111	0.09090909090909091	1.0	0.3181818181818182	0.5185185185185185	0.25925925925925924	0.22727272727272727	0.2222222222222222	0.38461538461538464	0.16666666666666666	0.2727272727272727	0.13636363636363635	0.21739130434782608	0.30434782608695654	0.43478260869565216	0.17391304347826086	0.17857142857142858	0.15384615384615385	0.25	0.058823529411764705	
Q15077	0.2222222222222222	0.11764705882352941	0.17647058823529413	0.21052631578947367	0.2962962962962963	0.46153846153846156	0.25	0.19230769230769232	0.2692307692307692	0.3157894736842105	0.18518518518518517	0.30434782608695654	0.13636363636363635	0.47058823529411764	0.22727272727272727	0.3684210526315789	0.15789473684210525	0.22727272727272727	0.1875	0.13333333333333333	0.2	0.13333333333333333	0.10526315789473684	0.21052631578947367	0.29411764705882354	0.19230769230769232	0.07142857142857142	0.16666666666666666	0.06666666666666667	0.2777777777777778	0.29411764705882354	0.23076923076923078	0.07692307692307693	0.2631578947368421	0.14285714285714285	0.35714285714285715	0.4090909090909091	0.14285714285714285	0.14285714285714285	0.23076923076923078	0.3333333333333333	0.2222222222222222	0.15384615384615385	0.17647058823529413	0.3684210526315789	0.26666666666666666	0.35294117647058826	0.47058823529411764	0.35294117647058826	0.25925925925925924	0.1875	0.2631578947368421	0.16666666666666666	0.1875	0.0	0.46153846153846156	0.09090909090909091	0.25	0.2916666666666667	0.05	0.4	0.1111111111111111	0.4375	0.10526315789473684	0.20833333333333334	0.29411764705882354	0.3	0.06666666666666667	0.23529411764705882	0.2857142857142857	0.15	0.2222222222222222	0.23529411764705882	0.2777777777777778	0.15384615384615385	0.1875	0.3181818181818182	1.0	0.2413793103448276	0.3181818181818182	0.2222222222222222	0.3076923076923077	0.19230769230769232	0.35294117647058826	0.4375	0.3333333333333333	0.21052631578947367	0.25	0.4	0.047619047619047616	0.21739130434782608	0.3157894736842105	0.08695652173913043	0.08333333333333333	
Q14833	0.3076923076923077	0.06896551724137931	0.23076923076923078	0.2962962962962963	0.6206896551724138	0.19230769230769232	0.14285714285714285	0.34375	0.40625	0.15625	0.3333333333333333	0.6153846153846154	0.1935483870967742	0.15625	0.3448275862068966	0.35714285714285715	0.13333333333333333	0.25806451612903225	0.19230769230769232	0.03571428571428571	0.2	0.07407407407407407	0.2222222222222222	0.25	0.21428571428571427	0.4827586206896552	0.038461538461538464	0.08333333333333333	0.07692307692307693	0.2962962962962963	0.3076923076923077	0.2222222222222222	0.04	0.2413793103448276	0.07692307692307693	0.19230769230769232	0.2647058823529412	0.07692307692307693	0.2857142857142857	0.07692307692307693	0.3333333333333333	0.21428571428571427	0.3548387096774194	0.23076923076923078	0.26666666666666666	0.19230769230769232	0.25	0.32142857142857145	0.16666666666666666	0.4375	0.06896551724137931	0.2857142857142857	0.13793103448275862	0.14814814814814814	0.0	0.10714285714285714	0.058823529411764705	0.32142857142857145	0.43333333333333335	0.13793103448275862	0.2222222222222222	0.14285714285714285	0.34615384615384615	0.2222222222222222	0.41379310344827586	0.3076923076923077	0.22580645161290322	0.07692307692307693	0.13793103448275862	0.5	0.2962962962962963	0.25925925925925924	0.2692307692307692	0.25	0.08	0.10714285714285714	0.5185185185185185	0.2413793103448276	1.0	0.20588235294117646	0.3076923076923077	0.20833333333333334	0.3870967741935484	0.12903225806451613	0.25	0.06666666666666667	0.25	0.37037037037037035	0.5384615384615384	0.4166666666666667	0.25	0.32142857142857145	0.32142857142857145	0.041666666666666664	
P29275	0.22727272727272727	0.043478260869565216	0.19047619047619047	0.16666666666666666	0.25	0.2	0.25	0.3333333333333333	0.35714285714285715	0.1111111111111111	0.23333333333333334	0.25	0.15384615384615385	0.30434782608695654	0.28	0.2916666666666667	0.2857142857142857	0.18518518518518517	0.2	0.1	0.09523809523809523	0.15789473684210525	0.08333333333333333	0.2727272727272727	0.22727272727272727	0.2413793103448276	0.05263157894736842	0.05555555555555555	0.10526315789473684	0.16666666666666666	0.17391304347826086	0.1935483870967742	0.11764705882352941	0.2608695652173913	0.05	0.14285714285714285	0.2413793103448276	0.23529411764705882	0.16	0.10526315789473684	0.16	0.22727272727272727	0.20689655172413793	0.25	0.2916666666666667	0.2	0.2727272727272727	0.2	0.2727272727272727	0.25806451612903225	0.14285714285714285	0.20833333333333334	0.13043478260869565	0.2631578947368421	0.0	0.2	0.07407407407407407	0.30434782608695654	0.3333333333333333	0.08333333333333333	0.13043478260869565	0.13636363636363635	0.21739130434782608	0.13043478260869565	0.25925925925925924	0.125	0.24	0.0	0.08333333333333333	0.24242424242424243	0.16666666666666666	0.125	0.23809523809523808	0.21739130434782608	0.05263157894736842	0.14285714285714285	0.25925925925925924	0.3181818181818182	0.20588235294117646	1.0	0.22727272727272727	0.2222222222222222	0.16129032258064516	0.21739130434782608	0.3333333333333333	0.08695652173913043	0.21739130434782608	0.30434782608695654	0.17857142857142858	0.08	0.2222222222222222	0.15384615384615385	0.25	0.058823529411764705	
P30874	0.3333333333333333	0.13333333333333333	0.2857142857142857	0.23529411764705882	0.43478260869565216	0.3076923076923077	0.2	0.20833333333333334	0.34782608695652173	0.15	0.2	0.2727272727272727	0.09523809523809523	0.21052631578947367	0.25	0.4117647058823529	0.17647058823529413	0.3888888888888889	0.13333333333333333	0.07142857142857142	0.06666666666666667	0.07142857142857142	0.26666666666666666	0.16666666666666666	0.25	0.20833333333333334	0.08333333333333333	0.09090909090909091	0.07692307692307693	0.10526315789473684	0.5384615384615384	0.15384615384615385	0.09090909090909091	0.15789473684210525	0.07692307692307693	0.21428571428571427	0.20833333333333334	0.2727272727272727	0.29411764705882354	0.2727272727272727	0.29411764705882354	0.3333333333333333	0.21739130434782608	0.2857142857142857	0.4117647058823529	0.13333333333333333	0.3125	0.21052631578947367	0.3125	0.28	0.0625	0.375	0.0	0.21428571428571427	0.0	0.3076923076923077	0.1	0.2777777777777778	0.3181818181818182	0.1875	0.35714285714285715	0.058823529411764705	0.3125	0.5833333333333334	0.2857142857142857	0.1111111111111111	0.2	0.16666666666666666	0.11764705882352941	0.25925925925925924	0.23529411764705882	0.3333333333333333	0.26666666666666666	0.3125	0.08333333333333333	0.0625	0.22727272727272727	0.2222222222222222	0.3076923076923077	0.22727272727272727	1.0	0.36363636363636365	0.11538461538461539	0.23529411764705882	0.23529411764705882	0.125	0.3125	0.21052631578947367	0.3684210526315789	0.3333333333333333	0.3	0.21052631578947367	0.2777777777777778	0.1	
P30939	0.36363636363636365	0.09090909090909091	0.18181818181818182	0.23076923076923078	0.21739130434782608	0.3333333333333333	0.08333333333333333	0.09090909090909091	0.13043478260869565	0.2	0.08695652173913043	0.21052631578947367	0.058823529411764705	0.2857142857142857	0.17647058823529413	0.1875	0.15384615384615385	0.25	0.2	0.1111111111111111	0.1	0.1111111111111111	0.16666666666666666	0.14285714285714285	0.25	0.14285714285714285	0.14285714285714285	0.16666666666666666	0.125	0.06666666666666667	0.15384615384615385	0.13636363636363635	0.16666666666666666	0.13333333333333333	0.0	0.2	0.2631578947368421	0.2857142857142857	0.13333333333333333	0.2857142857142857	0.21428571428571427	0.25	0.15	0.18181818181818182	0.26666666666666666	0.3333333333333333	0.3333333333333333	0.2857142857142857	0.23076923076923078	0.17391304347826086	0.09090909090909091	0.21428571428571427	0.07692307692307693	0.3333333333333333	0.0	0.3333333333333333	0.0	0.2	0.2	0.07692307692307693	0.2727272727272727	0.0	0.45454545454545453	0.07692307692307693	0.2222222222222222	0.15384615384615385	0.1875	0.0	0.07692307692307693	0.20833333333333334	0.14285714285714285	0.15384615384615385	0.2727272727272727	0.23076923076923078	0.14285714285714285	0.09090909090909091	0.2222222222222222	0.3076923076923077	0.20833333333333334	0.2222222222222222	0.36363636363636365	1.0	0.14285714285714285	0.23076923076923078	0.23076923076923078	0.08333333333333333	0.23076923076923078	0.2857142857142857	0.3125	0.15384615384615385	0.16666666666666666	0.2	0.125	0.2	
Q9H244	0.2608695652173913	0.13043478260869565	0.17391304347826086	0.2	0.3548387096774194	0.23809523809523808	0.08	0.3103448275862069	0.3333333333333333	0.23076923076923078	0.3	0.27586206896551724	0.23076923076923078	0.14285714285714285	0.13333333333333333	0.17857142857142858	0.16	0.25925925925925924	0.23809523809523808	0.09090909090909091	0.3157894736842105	0.09090909090909091	0.3333333333333333	0.15384615384615385	0.2608695652173913	0.26666666666666666	0.1	0.10526315789473684	0.09523809523809523	0.30434782608695654	0.11538461538461539	0.3	0.05	0.24	0.09523809523809523	0.18181818181818182	0.3103448275862069	0.045454545454545456	0.24	0.09523809523809523	0.24	0.38095238095238093	0.32142857142857145	0.22727272727272727	0.2222222222222222	0.23809523809523808	0.2	0.391304347826087	0.15384615384615385	0.24242424242424243	0.23809523809523808	0.19230769230769232	0.2727272727272727	0.08333333333333333	0.0	0.18181818181818182	0.06896551724137931	0.18518518518518517	0.22580645161290322	0.16666666666666666	0.21739130434782608	0.22727272727272727	0.25	0.07692307692307693	0.2413793103448276	0.2608695652173913	0.2222222222222222	0.0	0.2727272727272727	0.34375	0.2	0.16	0.21739130434782608	0.07142857142857142	0.047619047619047616	0.13043478260869565	0.38461538461538464	0.19230769230769232	0.3870967741935484	0.16129032258064516	0.11538461538461539	0.14285714285714285	1.0	0.15384615384615385	0.25	0.08	0.25	0.18518518518518517	0.34615384615384615	0.2608695652173913	0.2962962962962963	0.14285714285714285	0.23076923076923078	0.05263157894736842	
P21918	0.16666666666666666	0.2	0.1875	0.15789473684210525	0.25925925925925924	0.2857142857142857	0.1875	0.2	0.23076923076923078	0.2631578947368421	0.19230769230769232	0.20833333333333334	0.2631578947368421	0.3333333333333333	0.23809523809523808	0.25	0.23529411764705882	0.3	0.125	0.14285714285714285	0.0625	0.06666666666666667	0.1111111111111111	0.2222222222222222	0.23529411764705882	0.07142857142857142	0.16666666666666666	0.08333333333333333	0.07142857142857142	0.1	0.23529411764705882	0.19230769230769232	0.08333333333333333	0.21052631578947367	0.07142857142857142	0.2857142857142857	0.25	0.15384615384615385	0.21052631578947367	0.25	0.2777777777777778	0.16666666666666666	0.16	0.11764705882352941	0.25	0.2	0.2222222222222222	0.3333333333333333	0.5714285714285714	0.2222222222222222	0.125	0.21052631578947367	0.17647058823529413	0.2	0.0	0.38461538461538464	0.09523809523809523	0.2	0.25	0.1111111111111111	0.42857142857142855	0.05555555555555555	0.29411764705882354	0.17647058823529413	0.16666666666666666	0.10526315789473684	0.25	0.15384615384615385	0.3333333333333333	0.20689655172413793	0.15789473684210525	0.23529411764705882	0.1111111111111111	0.29411764705882354	0.07692307692307693	0.2857142857142857	0.16666666666666666	0.35294117647058826	0.12903225806451613	0.21739130434782608	0.23529411764705882	0.23076923076923078	0.15384615384615385	1.0	0.2222222222222222	0.1875	0.15789473684210525	0.14285714285714285	0.17391304347826086	0.05	0.35	0.2631578947368421	0.14285714285714285	0.09090909090909091	
P21731	0.3125	0.058823529411764705	0.35714285714285715	0.15789473684210525	0.3076923076923077	0.5	0.26666666666666666	0.2	0.391304347826087	0.09090909090909091	0.14814814814814814	0.3181818181818182	0.2	0.3333333333333333	0.3	0.3888888888888889	0.16666666666666666	0.23809523809523808	0.2857142857142857	0.06666666666666667	0.3076923076923077	0.14285714285714285	0.1111111111111111	0.15789473684210525	0.3125	0.25	0.16666666666666666	0.18181818181818182	0.15384615384615385	0.29411764705882354	0.23529411764705882	0.24	0.08333333333333333	0.15	0.25	0.38461538461538464	0.36363636363636365	0.15384615384615385	0.21052631578947367	0.25	0.2777777777777778	0.23529411764705882	0.2608695652173913	0.1875	0.3157894736842105	0.2857142857142857	0.29411764705882354	0.3333333333333333	0.2222222222222222	0.17857142857142858	0.058823529411764705	0.21052631578947367	0.05263157894736842	0.125	0.0	0.2857142857142857	0.15	0.2631578947368421	0.30434782608695654	0.1111111111111111	0.3333333333333333	0.35714285714285715	0.4666666666666667	0.1111111111111111	0.16666666666666666	0.3125	0.19047619047619047	0.07142857142857142	0.3333333333333333	0.2962962962962963	0.15789473684210525	0.16666666666666666	0.3333333333333333	0.15789473684210525	0.16666666666666666	0.2857142857142857	0.2727272727272727	0.4375	0.25	0.3333333333333333	0.23529411764705882	0.23076923076923078	0.25	0.2222222222222222	1.0	0.26666666666666666	0.2222222222222222	0.2	0.22727272727272727	0.10526315789473684	0.17391304347826086	0.2631578947368421	0.14285714285714285	0.09090909090909091	
