	P08912	P30518	P08588	P08100	Q8NFJ5	P51681	Q9UBS5	P29274	P30556	P28335	P35372	P32745	P08172	P32239	P34969	Q9NS75	P47900	P20309	P51582	P43119	Q9H3N8	P25021	P43088	P08173	P21554	P18825	P28566	P21728	P30874	P30872	Q15077	P11229	O15303	P08908	P18089	Q5T6X5	P30542	Q9Y5N1	P28222	P0DMS8	Q13255	P32238	Q14831	P35346	Q9H244	P37288	P25101	Q9Y271	O95665	Q14833	P34981	P25100	Q14416	Q99677	O00222	P35367	P08913	P24530	Q14832	P30939	P41143	P41145	P21918	P35368	P28221	P13945	P25024	P41595	P21917	P35462	P48039	P41231	P29275	P47898	Q15391	P43657	Q13639	P14416	P41594	P35348	O60883	Q8TDS4	Q9NPC1	P07550	Q13258	P43115	P25105	P21731	Q15722	P28223	P43116	P34995	P50406	Q96G91
P28221	131.09072364977328	138.06424389930908	127.92767620712402	122.82879908745963	155.60170333873248	127.43151026772102	104.52128691540565	115.66069072374376	120.0729089776869	111.38400270085549	112.85203298350098	123.59765017556492	96.14931675500702	119.22186259756563	115.86652091439464	140.99823328494676	143.13053246069467	122.18277026130818	138.49812877870863	117.93060258950572	147.259077535884	122.7719447434356	140.76760066882707	130.40511219127802	116.3973056216928	124.84376071608858	98.14333100593649	104.35015429131454	111.18905127083417	128.71504987688968	138.81325516966172	106.79005785580375	136.36590293073095	116.13682434237853	125.3208354745002	158.2243305683951	124.62155894632451	99.83095796746784	102.29517914558528	178.10996293081553	122.62327146314783	126.58478306856705	109.01071655447595	123.61446881806478	138.62345379017643	144.31129463994876	131.18412114138482	133.53486135217827	124.94969450100325	123.06999506377906	117.28905004561238	119.75421582494891	104.24345428869128	159.9068189696991	134.61435074865585	123.14442235877505	123.29080332239391	133.25628434079408	121.98531785985688	91.02385813438741	110.77122200810118	101.8979045683227	124.22427891136613	111.8473630893568	0.0	131.42431853100425	127.30315893975785	137.53579887928208	152.50819337597932	116.91280017030658	114.3236971187871	127.94009992678184	116.66200016607763	117.52109568181913	125.34501897124574	132.71605434507364	142.76609227061272	111.21646255382802	110.22129949237569	128.15055213338928	138.88888559531188	144.25172301515704	157.64389915327774	115.2844228563481	119.90472548222169	105.37604667857522	154.98903204413364	103.70903340284713	130.0551540482411	122.02226692886325	122.49556316906819	118.94004312081961	131.9372278797091	154.19583642395446	
P13945	142.53703539946582	131.83948230574606	100.10939897529897	126.14447815386666	166.05986653268337	120.46175306430086	125.40085594152333	130.9518937136745	118.04109847708605	124.80884900642559	124.01500324800145	150.60242568416288	110.63084554258967	128.4163997876458	111.63935291281086	155.24016024291632	145.11906812805682	131.96332188142696	132.50497175753117	123.38728789036395	148.2949437070638	129.64473568231915	146.40850543411216	144.61647201771848	127.51827867467364	116.06818027317058	129.48438145843102	118.39252699865028	132.03124614612898	140.27686218975578	142.86745034827618	118.97923146359972	143.28026544227032	128.2224664217647	110.85027011748753	160.0304218197707	125.86930820840644	120.18895951550803	126.21084802958649	185.39239570774953	131.15642524859868	140.58549927652348	132.4041405019234	142.74082352645928	144.17157581812353	147.3082551098778	135.79143517534249	140.25755360285984	127.35503323731245	142.1623987636849	123.44365547159396	116.08076509867533	127.58339540247107	162.31987020664383	144.81936448486522	137.07249555550516	109.12152389727999	133.6307142899459	127.08803667000029	116.91454692960542	115.21482769143768	126.45401536629652	131.68554389796918	101.95736015573493	131.42431853100425	0.0	128.7026056254981	147.4236942641437	166.18603848814382	130.101770809968	127.7005767954397	129.93603070249083	124.02622588712256	127.90440379391657	135.10610121296486	141.67073385266121	142.61310095939552	118.08243634382961	125.07989066638402	107.14005889964756	152.4588214480318	148.55231109587476	166.4091093953466	94.46423218457494	124.4381741254474	120.55893072101753	154.22039726900402	110.40208094968693	132.6448323252407	130.38919133285526	132.89222247863654	125.04403614252806	143.61060879053548	157.66516131476965	
P25024	128.22734522994142	114.50708676519571	131.09501356756664	106.64464882629545	153.92164369986858	87.1753852077527	108.0130161488778	116.84181503462605	99.63617695379071	120.6928575768834	115.09244015929289	125.82700595125789	87.84330321213929	112.24809831695165	120.61669393084594	139.1316916892829	130.11412892385852	117.96747539046919	111.86181072646286	105.79969257715857	135.38893052365165	111.85928266742849	129.99343304423383	133.74018342525233	120.98466768757498	141.02012547664344	109.5812025629566	108.70949254732113	112.39779419958359	134.51080090506002	120.72492931835586	100.86347911742632	133.40761763433693	131.7848616581323	135.2463673732418	154.2877080818871	118.08191881323	93.48751026319223	122.77486021700315	166.58605471122428	110.49963059613947	126.80213016888592	115.92191064747749	127.23564368934603	117.31842037735623	139.7170699153212	119.00159268279094	121.36702326970408	114.18228423752589	128.91494976553076	107.17650847711775	125.59304302045348	112.46650521334959	144.2332285461016	141.83297004725318	129.06921510543907	133.61324732610956	115.39032232460158	118.99260989599861	95.59841247652366	113.31316101702396	111.17110836823122	131.96763247280614	116.08429882352357	127.30315893975785	128.7026056254981	0.0	150.517891220632	156.4993181177124	129.75661830231547	119.54712598765036	109.98612745752325	103.69823682215065	115.95372118527303	112.13545579608763	122.94275146583095	147.65097481996054	115.03540740668541	105.11921418036218	130.41185590066016	123.80462872574572	123.87658747273963	146.14145433343947	103.24226560327224	102.48873063485371	104.61446593957953	127.17803745833226	83.49192416953156	103.75694531765475	127.12673374311998	109.84723251871765	110.10384106647689	139.74020812276285	141.04445008235052	
P41595	147.55220075754914	143.4883377488586	145.64780443932978	142.80458405354148	176.6947993603535	147.981327152811	138.86501510551898	160.34412441181485	140.5793142678449	135.27769202692434	132.49960206646938	150.4451230923296	124.64577528607333	136.19186392519623	137.3012801928271	161.6481039474893	151.64314877800643	137.08541632298147	149.27701642317697	141.08629321382614	162.39819434471428	146.77197438667645	156.0508286258555	147.94376510963775	140.12772075740213	157.30510139849503	132.30394647072535	134.4266315549612	142.61344444117276	152.3416690499289	152.9565100550535	130.14797776655178	153.51002868107753	138.37234209758753	145.53107888562954	176.00034183938988	146.7503864877508	129.92355700660846	138.01248939556535	195.15213616171968	139.31175229116343	140.2201978751691	139.5504405211541	152.87633640592685	165.4280894571857	152.08714923082152	146.46836656262167	156.20593168149935	143.90903994749533	145.34494773064216	135.21457507480227	141.40281303541997	137.43103972176323	161.86948675790336	162.80838604830205	138.86900126328692	154.53406906255987	147.90860086995235	140.08627661468927	122.53133172162052	127.13375565153547	135.5364387370355	151.44794019212713	133.6959199346311	137.53579887928208	147.4236942641437	150.517891220632	0.0	172.2688166279404	143.56653124059085	143.77293839358026	143.52704881009413	145.67241642670706	137.3446437450475	154.44288674305426	149.8432816680288	160.06875999778276	138.79788222763455	133.64211044288822	142.44772273895796	167.34882566938177	162.14583976427093	171.6192130589625	131.98115724616218	139.78458606341155	139.14330346568022	166.64670577982906	125.39622325001983	148.23402783188794	143.23111745656934	142.0533418500563	137.20421401807107	154.0371303553693	174.7202329795109	
P21917	161.94505669907085	152.58367398622795	160.24198101094225	148.1478933584367	181.47286790268845	152.84452618667274	142.94190190001973	157.38054423916037	146.2318796859763	149.33544658697792	150.2330030319572	159.6135843816155	132.57679848905536	148.7709472651768	157.18356048729038	167.3832725782995	170.091506270197	148.77796074553044	164.13376423812588	146.3185710994585	172.94534701484372	157.5275991773815	164.07790922702407	157.63386537801125	154.62557711628324	166.67118955697515	145.78125616550096	139.78599648657837	149.7507366927748	159.05264607237768	167.43577991364873	134.56163566675968	157.052282786899	153.71941098354	163.1055976016214	188.42064035820658	156.45255073261796	137.38186730543384	153.61229160884977	151.5684209499159	146.99690644742805	158.32854529921315	147.03307025515824	160.27456866702414	167.92792066396214	168.50398522711475	153.7650228907296	166.3704415639222	152.0195792906161	154.05295283965825	150.6365345193044	155.62643897711678	149.9155067531101	185.4543739730434	166.69967848426313	156.21978146096808	162.43702882286743	152.13011366025603	149.66579682173324	136.70744787958392	147.55083265076973	148.21529772982467	155.8576041123306	150.34992374270223	152.50819337597932	166.18603848814382	156.4993181177124	172.2688166279404	0.0	156.30308454905753	159.4485296693456	158.70849505791557	148.74784442826058	147.7337160706229	152.50255675250082	161.91979330821778	174.27909911700408	146.36027930569253	142.2556063121301	162.36112828543992	170.9496522572881	173.23023043226567	180.93450504893553	142.84628489162424	149.32775152733666	152.70636770062265	176.13869366809377	140.0770731321245	156.76233434931783	153.5772875373077	153.2187691324798	151.06718814230408	168.0416631148255	147.04702863839339	
P35462	133.99080615804996	127.31005870742956	134.58455978441634	114.64221356258349	163.71014296042267	124.30459843378048	109.36189921508776	128.2554152167868	118.47517948690802	118.06836597889196	108.0953866133932	129.03530909930123	98.88018535420997	118.58923080877867	107.28969656364643	150.28930610293173	143.1810400338145	121.51387772936141	139.15601311658975	116.0561161969672	150.29482766322326	127.63578216879978	146.17003368661972	125.53403888700996	116.18555366732471	130.0191202973947	117.33956328855129	80.8315848907223	110.64206895785173	128.1949122727383	146.0940769399167	108.98002640341292	132.56272756360704	113.7683252995921	128.84646955269272	157.5399173287442	125.44321213715011	111.32974870779435	112.30996626545675	178.49007291145972	115.1014809262706	134.2320801023161	117.80676054634387	120.42449259577552	138.1524664776225	143.33837264816975	131.06519425811712	136.5987685273285	122.94462039129576	125.02880470444506	121.8132520243671	122.30476195691881	111.65577983943513	164.65165438503027	127.35471799399238	135.50673850462772	126.56183968042023	125.3053850929864	117.37417338765226	107.31598882559047	110.59830786625389	108.00914624650613	84.97459630650701	114.70638287937618	116.91280017030658	130.101770809968	129.75661830231547	143.56653124059085	156.30308454905753	0.0	128.43601406534435	136.3334780515288	119.80734689929523	113.06345959712053	132.1149606955587	143.063434794778	152.03121958457632	85.37375961540965	108.70699577548658	125.62627390865237	137.34126700635534	143.36785235872958	159.18239492038265	112.39344997401349	128.18945180735318	113.0847691516392	153.67047482542694	108.24108403763967	132.5033679317712	112.32419203943573	128.3896115743555	126.56465839559678	139.41455712600145	156.84730982640758	
P48039	128.74436109088128	130.9242264762288	134.3611830251466	109.70006794857181	153.77134378167102	116.66336892260006	108.57036349212285	124.04034171492094	114.34498477698071	119.85862776188878	121.16706104617333	124.74437315855175	93.99572645686567	113.03029039461398	122.51892901884275	138.85183826749562	131.6609925699304	117.60472784691956	125.4647936244146	115.01771946786903	145.39098145841854	117.9132302548096	137.15314727765508	133.32513505971292	120.84693150238309	140.00114675593795	114.29072845471092	112.0871619375539	114.39782610698603	128.1340966638527	133.40191920904908	113.32730663372786	128.3422591200797	129.0974692254822	135.37215198864578	157.584120803338	128.66997449612245	105.14426423163968	123.55725547700422	173.81662545763538	115.53926610440249	121.09250218333909	107.66562133328989	120.45151885529049	136.27451885156916	135.1173561961623	128.7663250156329	119.07374623208307	123.8218188266037	120.74854893265001	113.15601357938431	127.7537109966579	107.1387844713172	144.376641331648	137.25050939113135	125.95314205187606	133.90764579566894	127.4792227231228	118.61465359915746	101.21921605397074	113.1937813499826	115.6907614414522	137.55602988111787	117.9923871443898	114.3236971187871	127.7005767954397	119.54712598765036	143.77293839358026	159.4485296693456	128.43601406534435	0.0	121.31938170932699	116.60203706630273	120.2976529217558	117.94868478900753	133.7091333262506	148.4403306908207	120.17158400639892	112.80474444312858	130.5600860339473	135.12005436752224	132.79384267312707	153.79428562900284	108.95831507717958	104.62802242045291	113.53352899634046	145.89097694359953	96.16843453783076	125.49196385977848	135.3103203214123	122.25856525270501	117.38783300464274	135.26260457286844	154.55362766521284	
P41231	127.83478840714088	119.92795349028893	133.20551556083956	114.92794720698294	153.02768156555248	114.80315992684336	107.8382692176383	125.4105029629427	113.20534447772661	127.12715293717338	121.53598334518028	134.7774775015423	97.805784553173	113.72395399556262	123.77627682927414	129.08455171072274	121.14704629412154	115.49329030828085	84.42809007567121	110.34391784109175	148.51005673833424	116.17236774865887	136.2953780866228	147.11600541166263	130.1951298161439	138.79905305366265	119.80449840106303	116.10884629102657	122.45761721336748	139.8983364002197	87.29959077842068	109.52302008404513	134.73082557332236	131.47184377330996	134.00063653240795	152.37797005736502	123.55356892931741	111.01772147111478	131.5526787059498	170.0497922806244	116.63641403772635	118.8734389047022	119.36695902701467	130.53993504913524	120.36914462453569	135.5445830420358	123.96608828572789	121.20021396980155	125.77498626953457	127.6784930095746	110.42447752349835	127.77305296069972	116.80286065582186	126.82769781089155	146.4767044177861	122.26907463680254	130.44318760134047	120.79649733919359	125.55113753426122	103.54924721784482	112.96778795105638	116.98426313130767	139.91874221770559	116.1075448844058	127.94009992678184	129.93603070249083	109.98612745752325	143.52704881009413	158.70849505791557	136.3334780515288	121.31938170932699	0.0	108.3453015689156	124.90216223534662	111.01572779787239	118.19445277325576	157.2812603545608	122.2843453354435	113.59979838653817	129.20783223124454	140.67095965490444	140.96119786211057	149.32960861554602	110.67730865633348	109.4828226591926	115.62060061929515	130.96884056105046	95.59043653158005	113.1888118537463	138.8673273345339	115.34179616899928	108.93361808877671	141.31294679938583	151.50234273605747	
P29275	124.88902685663197	121.45001259382116	120.14913430062006	104.25015811032063	149.7655190549558	108.49758451350499	103.21199754491681	91.1659052768955	105.29036013339646	111.41313642961904	110.45866381726228	122.74248254048871	89.72808514820645	105.5325124800438	104.86158062858158	132.50770441789064	124.27009698841721	111.00891064136522	118.78911880392116	97.62634418433299	140.00307338719722	109.32955614294042	134.32595145824598	131.5352830865886	111.1729233161459	135.29584454069845	114.55972428951645	92.77903848222923	110.53448087495053	127.8337362492457	119.47372854844434	97.84054378626752	134.7578255904955	123.37616414554941	131.75144958592136	155.6068688161904	97.76872296392685	99.04104169688071	119.44104546925519	167.83517249007127	106.80577556951903	123.33479702554177	117.99781195557443	117.54478810314322	122.14276003025589	138.42136940645287	119.12896726164035	126.05074619682273	114.89159526611911	128.82414302903635	103.50429393754166	124.4642759128401	111.67676594044315	146.72929420298897	143.87705877039116	125.65039406367578	128.01960303471424	113.83394342985412	116.0618806751445	95.2348523899418	101.26735671388451	101.47961253570975	118.07250177749665	113.82977256775484	116.66200016607763	124.02622588712256	103.69823682215065	145.67241642670706	148.74784442826058	119.80734689929523	116.60203706630273	108.3453015689156	0.0	110.22163860866567	116.15836699068313	123.2960387992207	134.29057390388334	104.8812904637889	102.8339182730706	129.63622847688384	127.47652983677108	132.60165835591033	154.0465205081273	96.26123864203691	100.29405961773591	103.86764304491226	139.29019349766895	86.48846016504103	115.78792303621594	122.29745500092395	110.8953536687186	109.81923092540819	124.85645384667441	137.0234291414963	
P47898	130.17354681907455	119.79771582456306	126.35600231200806	101.98663668122754	150.70118158234982	110.17841282155132	97.69567726529203	120.33577107655583	111.52083965594647	105.14175747259287	105.14133108552778	116.29169714380987	84.53664795099758	103.89709817367839	108.01856531391968	141.62173835883732	133.1413265936426	115.87132217059843	123.27666593092727	103.14866312593222	140.64468994102208	120.01972672712873	130.64916645165067	118.46679643675452	105.16924832791847	132.15340523148188	93.87635824916651	93.17275888618315	106.35356735251844	121.49100428662496	136.0044513285393	87.06019594936515	119.76348329987377	95.61705381462525	129.3301262546156	154.27717501524603	105.4271286240546	75.28316203909344	112.54054994165199	170.37317502990481	92.64335275936173	125.41099503595615	97.325611911132	120.61906130309217	123.78531775981537	138.3369498939719	122.33282919233898	132.25615671405103	87.13056680071168	100.51728751389601	106.20372001400392	116.91366217441828	102.51932424062397	153.11731707147555	121.26227162085706	128.13804310077103	120.44482661568327	120.03256961649458	94.90951417264296	86.23804418263899	109.29717671551043	114.06933912468958	113.20036143634934	111.31130228031543	117.52109568181913	127.90440379391657	115.95372118527303	137.3446437450475	147.7337160706229	113.06345959712053	120.2976529217558	124.90216223534662	110.22163860866567	0.0	121.29895189683884	127.60740222531604	148.77657884010114	98.11133645381778	86.55026209788048	125.33578452450456	118.27271637163358	133.88936193386326	157.81282628612826	105.57543042843463	112.50579466344789	106.36516585078789	140.6464470429928	95.76964411570225	118.94193656767311	117.7213403499336	118.40073944401229	123.76819383708062	132.0751141810906	141.68203335191356	
Q15391	132.9587033498683	133.2661535460502	138.4280859140854	121.31907806093659	152.94782497693086	120.2877033771365	108.07225693343207	123.48303344991291	117.6170805580332	124.56548307213234	123.25902052532183	137.1559039314743	99.18178223795258	115.71570531331236	129.8506757602736	138.04036244328017	128.8198228594265	118.9977742836345	105.07820860139327	116.21796608367004	143.39195026032394	120.14419317260035	135.67965328483842	137.6395131716854	134.7584853865992	143.32118956622435	119.68963316018926	113.12969395559048	124.54965371696744	140.4103974896134	116.63231179781724	105.74327590802568	136.5332220288692	135.0115347843821	139.5299074301438	156.37050727236783	128.11204446223564	108.19084712312906	132.39397055463633	166.97218211888685	123.12958236719714	124.67120380309643	120.19558865623549	132.78977125359233	118.34428379204473	145.23329255031422	127.49885629996425	122.68653164524585	123.25829835189506	129.30791359911382	112.0479990682652	126.9329924398844	120.29426553333178	139.54870708083035	145.38809929665877	122.6698105026735	139.41066448792117	122.54229398020834	131.3131837641704	102.57432058126142	110.8690985920257	115.25612853540224	134.4048261786811	118.35007866381784	125.34501897124574	135.10610121296486	112.13545579608763	154.44288674305426	152.50255675250082	132.1149606955587	117.94868478900753	111.01572779787239	116.15836699068313	121.29895189683884	0.0	128.14470239524962	155.5811819017399	122.42678335646633	118.95255763127352	135.0422240718617	133.9052502385457	133.35872020974057	144.72500977216987	111.63746736984467	106.03410826378968	110.813521261618	136.64116055733757	99.00227755995002	117.78727615672688	138.2519548086566	120.303015814221	115.62110902596032	142.0919390617055	152.88227798003936	
P43657	130.25848213897552	134.5317216180847	146.40961230095127	123.52191335210955	151.89098468923476	125.09892185719218	118.57981952972477	130.18269539624453	122.00317659357097	130.82845904340502	136.23938682302833	139.52826950344024	107.28548774024239	116.77971765084658	133.9550622323004	119.89062417126843	132.89431049942505	121.49400910298573	129.95083327416796	122.69867650716333	157.60513619275298	130.71475273565738	131.82838863722282	148.76582179276738	133.21702846088738	150.04201798234135	120.50120487395907	122.60157986555714	125.56925085192779	142.05843837349676	128.6072927431087	115.89661229561898	142.72304851206718	137.5413374084892	142.93756082418258	156.70031576335896	133.3002913178061	118.4550703051791	134.1394104019273	175.20418413044536	120.60405451396946	130.46111217141151	128.05899798538303	137.53130393027095	144.94232195868972	141.40295361768221	122.39549699181225	126.78103037254186	126.8710272393073	134.60738028575724	108.59989909249998	136.27844076859037	125.51163293333957	129.86959263077006	151.4834129846422	127.74514566460857	146.68416416971013	120.31590995237639	130.34486361499876	110.85617637606629	125.39518211770337	129.10135079393513	147.22364269319223	123.38115980682778	132.71605434507364	141.67073385266121	122.94275146583095	149.8432816680288	161.91979330821778	143.063434794778	133.7091333262506	118.19445277325576	123.2960387992207	127.60740222531604	128.14470239524962	0.0	159.21622188441688	127.21268278133357	115.2421086721879	137.68986436212435	142.02591364190448	144.57891478703823	145.7829031185247	120.24737215484492	114.14100693684304	124.51284870016389	146.77576429746114	101.69115716073429	126.04174586808949	141.17097150790505	120.06403369084	116.05472110037226	146.8284497183049	155.73499251133762	
Q13639	147.00001167232404	149.8814083855832	131.75791624913109	141.2084102622248	186.9325650409446	152.6708278968581	139.81919726799242	150.48825651261723	139.97748600650812	140.46673047245713	149.26815793052083	153.32769050786737	129.6816589202499	146.49074634135468	141.65664866103907	165.05884053689078	162.59581495338352	138.27966583904345	164.20121085451683	145.22764889290556	169.32133337605046	134.07969336441602	156.3082764399005	155.24214534537168	149.80784544914786	154.23103296285262	137.03203996899538	135.11341511964565	144.73855814349372	155.8487438619486	155.51902944524772	132.9201805816556	168.1283609942766	148.19756330580276	141.81649113356252	170.8661853146623	153.6529818798881	141.30901378861745	143.36400351295015	195.76678074148367	147.45792596094543	157.0129932986456	154.804480445222	150.4906431356212	161.45490489606163	157.54722605959978	157.59285327250836	158.84688540559728	150.01158164301887	159.75850335303403	137.7305738962168	143.92934794286703	152.45940343523398	176.11046629055636	171.47836602298776	149.51982244220562	144.08152796101058	152.34086545002356	152.8436973830103	133.51131244459248	137.89411173254484	140.62108183678356	150.58349351375364	134.06793860139442	142.76609227061272	142.61310095939552	147.65097481996054	160.06875999778276	174.27909911700408	152.03121958457632	148.4403306908207	157.2812603545608	134.29057390388334	148.77657884010114	155.5811819017399	159.21622188441688	0.0	146.66616782185156	146.00122086514602	145.26323993020924	163.94290547125274	161.2176482412615	177.65350214025239	122.92550394491991	143.54106091114227	143.19943656929536	172.7706521852524	133.88929052825551	143.4718233487656	148.36731019121362	146.4519736453076	144.80469279520912	134.2064625917119	179.1357707050047	
P14416	129.57780962385004	109.63461097306572	119.01722623527166	95.95997342574265	148.9871698684874	106.07679151574848	97.68862839764915	113.46029882511357	103.18272887700005	105.95369016000768	98.08220261480892	121.66250565543305	82.81933879863936	108.9570730610867	100.58741116107558	143.91724007794983	128.75695147406077	108.8155395736685	133.81391239789082	101.47191580396611	147.56642435741378	122.68563073468977	134.69660780602135	122.89320828387281	96.8559149599314	124.73331879760372	100.31275031279074	69.39272270683432	104.14607981592417	118.94379164063139	137.42445068666711	92.79947148964857	117.87136435182765	105.76481053959287	122.22893146050046	154.82126896380214	108.39460440410767	90.13451605293085	103.86880518047838	168.8645824007399	94.28232201182982	127.54362106922781	107.60417729394976	114.85875820810907	128.8693966261053	140.40499449812341	115.15643756469944	131.46036488562822	105.06484791368712	109.76693916491058	105.32015777473862	107.0280920522564	98.27719542081468	153.53406090842327	124.2511324515217	125.85532986646285	115.80727941292571	105.69457595788117	103.34378759068204	92.01889035887143	104.48533482680796	102.18462981344783	91.12457130791154	104.40732215231401	111.21646255382802	118.08243634382961	115.03540740668541	138.79788222763455	146.36027930569253	85.37375961540965	120.17158400639892	122.2843453354435	104.8812904637889	98.11133645381778	122.42678335646633	127.21268278133357	146.66616782185156	0.0	89.21892455624766	118.36986336827977	121.7024014145718	136.86754928395385	155.26614625827642	93.69989748654189	108.47894772386644	102.80996226234129	141.98897704220144	94.18603728222661	121.16420514254423	103.54950761893997	116.27000278182095	117.75750786619028	134.26746420521522	143.04384952486726	
P41594	116.53130412081373	110.82944177373429	128.05448829132365	98.8529979944069	150.87438911836944	102.5737309694232	86.50131157002761	115.14740878742305	97.37193671587738	93.28223982886993	104.53332258880255	119.2226767646207	77.00159150463878	94.44284327313653	101.41806366026867	135.33521502336953	124.3544821011892	104.0586367775395	125.24439765201532	95.68720558469067	143.8348244985973	116.48126937350025	131.17619636867312	121.32990990523831	94.49957515245478	128.28889060529764	95.9644733517489	77.93405048022396	103.7039811098075	120.98159623748506	129.65304972915328	69.23906733153854	111.42760247128899	101.02874838963908	122.87857671547681	143.66987980194972	101.77092633853317	79.68361411656952	113.24938012243365	163.70598311105277	56.83433747323579	119.04589278894127	86.9186955326877	119.53195961858728	123.45212094695307	130.73921735832118	116.20738459043787	121.33019151774351	90.58608498997637	87.6546556061221	98.80280684020545	110.96846703087067	82.43010323579074	141.27257248622482	116.2729425682628	120.62163759276154	123.60004417112214	102.05041857883043	81.77827549100039	88.58829165714269	99.57336896043853	99.99070114194183	109.75423875285196	101.31125699874246	110.22129949237569	125.07989066638402	105.11921418036218	133.64211044288822	142.2556063121301	108.70699577548658	112.80474444312858	113.59979838653817	102.8339182730706	86.55026209788048	118.95255763127352	115.2421086721879	146.00122086514602	89.21892455624766	0.0	125.15477235006983	125.19320932994015	133.78027701415704	151.36661133615416	97.68685777464998	97.68426061942591	99.3514928817458	137.93468614059384	85.78363425846328	113.09325817825447	101.30359912177664	111.00200353100081	116.25296303522191	127.19901545756147	136.34223669933272	
P35348	137.55886655999348	134.45770576113136	111.09778982659918	124.00750908154441	167.4699135866249	125.93318610975984	125.76128464675276	134.6856613836717	116.80815081985202	119.63060289190616	124.69936931924894	140.30761191196507	104.66874256258598	128.61525158432778	115.9036791632825	146.05664457698003	141.98169754387345	128.8469005872612	141.7958981959382	124.99702591187088	149.3013153221691	135.4459798411408	144.64753551146714	141.6556154555874	130.12875184016593	110.15280541800894	123.92040853697108	118.03073979343753	127.15946866484592	133.33008086541668	143.4380060042604	117.9620515681745	142.88187760632718	126.33941523647809	104.57347119881888	166.6411926742876	127.82343975076219	126.0693562880333	126.14725808915682	184.1610268423392	129.22831912676338	137.81712528318167	131.60410767892608	137.7678708867752	144.361209853756	135.08189489046345	128.3394031637581	138.25494309904752	126.1028779965709	136.5227323979052	120.39052337124303	79.13356514811312	122.8548942998168	158.14587519899942	151.419448735076	129.85493688774295	104.59267770429142	130.16323787112196	125.65392341790721	111.24080875814252	121.55667163117323	122.79394171954482	136.39114610134857	79.96934911285643	128.15055213338928	107.14005889964756	130.41185590066016	142.44772273895796	162.36112828543992	125.62627390865237	130.5600860339473	129.20783223124454	129.63622847688384	125.33578452450456	135.0422240718617	137.68986436212435	145.26323993020924	118.36986336827977	125.15477235006983	0.0	145.7311918187188	149.205746366526	156.5553504654672	103.7315343094524	129.17068958462914	120.91203914023936	149.18986068014055	104.63369455159409	132.40020885663398	123.2681410794612	136.54158698325045	123.82636748475488	152.2023747713538	159.2029603193514	
O60883	141.57532595598605	141.37364615994738	151.12163584362133	122.92691510097211	163.85276397224516	128.0846539302729	121.27369165542768	134.36196403962094	130.0469118297333	134.99565212847665	135.8020834728377	135.87662434967933	113.1170545243076	117.96035859687254	135.90666455190512	153.7376639765862	151.43368163891137	132.2402227485436	136.01521819038317	125.2177175146644	152.75110675534233	145.44372375306557	156.86314195411978	139.07517061731778	131.05436599721725	156.25742577400524	122.77971107303165	119.78451729752123	125.90199625556124	143.76419197639916	149.83540696214186	120.08578379979008	136.06039370951476	136.93097960228624	150.59484402401722	175.2648241815623	128.8508527149097	116.76716274317005	137.97781372780446	193.65149757548352	123.81170408357866	139.74212067655753	128.14782981824828	139.63261529564625	143.90095079728053	152.93378686899086	140.32766830013134	148.59729726292426	123.00872953206999	123.96378297450428	125.13127252519189	140.64044101430773	120.51158962358022	158.08053511113394	151.454521081876	150.27745249465806	150.02910092344973	134.80933919279778	118.47198872861918	116.45580891806458	129.68500356352888	134.7994260810956	136.3410967819509	140.16854988693376	138.88888559531188	152.4588214480318	123.80462872574572	167.34882566938177	170.9496522572881	137.34126700635534	135.12005436752224	140.67095965490444	127.47652983677108	118.27271637163358	133.9052502385457	142.02591364190448	163.94290547125274	121.7024014145718	125.19320932994015	145.7311918187188	0.0	149.85888494644314	161.27062578254845	130.65239332302008	127.28687899681972	126.86362670513336	151.36974025995005	114.82019835425308	135.11166080359544	141.36780084331986	143.119964841404	139.75737487501465	146.8686670991592	159.68249377899338	
Q8TDS4	150.67111807246692	147.8850056755473	151.81199595166254	134.20553713295521	163.98168159788474	130.74608178064227	133.63867748569464	137.4966328755254	131.69748694403097	140.10980363143608	135.05442309298087	142.981878714927	119.40348845900735	133.08280146913603	141.93996593888733	149.50445996338385	149.2942615672946	145.9874201247585	141.2650950262323	133.2925816801726	158.32617140654474	137.62517188003403	147.40296366013354	147.90422869543545	140.76026498123247	155.47980112757068	137.6854729653569	133.0777592244558	134.0896738760057	145.8533158764476	145.9233919911203	131.0122726225236	147.78038476669462	152.34081634158792	150.82645644093282	170.6318810104858	137.10664110834477	125.82075225337758	140.58585809741635	185.27942648922908	141.80067873676307	146.2466865463648	136.88436536694644	140.5532621788443	144.03927595019923	158.20834057830507	145.7224653630983	142.20730951899895	135.51735913642915	146.5644770006329	136.21428817616834	146.52699293882324	134.80022803280735	165.1789427046897	159.00301073445007	152.73126260872232	146.86277631937992	142.58369269418472	137.61960826080758	116.77681205856788	133.96319651207887	137.34167572905426	148.65710295626195	140.20572009062744	144.25172301515704	148.55231109587476	123.87658747273963	162.14583976427093	173.23023043226567	143.36785235872958	132.79384267312707	140.96119786211057	132.60165835591033	133.88936193386326	133.35872020974057	144.57891478703823	161.2176482412615	136.86754928395385	133.78027701415704	149.205746366526	149.85888494644314	0.0	155.73906661674846	128.69850975635927	122.86229892267147	125.42551456007641	158.38506381574553	120.19099500234006	128.08593180302705	153.8660113188671	129.39038756501395	135.40936656319536	148.97229137131944	165.76038889947813	
