	P30556	O15303	P35368	P08912	P21918	P18825	P51582	Q5T6X5	P35372	P47898	P32239	P25021	P14416	P32238	Q8TDS4	P21731	Q14831	Q9H244	P0DMS8	P35462	Q15077	P21917	Q15391	Q13258	P47900	Q9NPC1	Q99677	P34969	P37288	P28221	P43657	Q8NFJ5	O95665	P41595	P41231	P08588	Q96G91	P43088	P29274	P13945	P28223	P35346	P51681	P48039	P08100	P08913	Q15722	P30518	P18089	P50406	P28222	P32745	P30939	P28566	Q9UBS5	O00222	Q9NS75	P07550	P35367	P35348	Q14832	P41594	P30874	P29275	Q9Y271	P21728	P30872	Q13255	P34981	P25024	Q14416	P43116	P43119	P08908	P21554	Q13639	P30542	P24530	P11229	P28335	P43115	Q9Y5N1	P41145	P08172	Q14833	P20309	Q9H3N8	O60883	P08173	P34995	P25105	P41143	P25100	P25101
Q9Y271	121.53475975809852	139.0836533663096	128.79593499892508	134.9832869131933	144.9273500526324	154.4638207766111	128.81834023451665	155.5215300724958	134.84996319079073	132.25615671405103	131.72427413827972	119.68136793581652	131.46036488562822	137.63193289382616	142.20730951899895	100.20831267768517	122.36203741130885	136.3594262644474	181.38482076729997	136.5987685273285	131.2313642706722	166.3704415639222	122.68653164524585	117.20104854356032	137.89341703086393	147.06473150016973	123.45809366280446	130.97286976265605	152.0472352129873	133.53486135217827	126.78103037254186	162.95463795453543	134.8065533270128	156.20593168149935	121.20021396980155	142.8008054664533	158.3194863864337	140.1560915117152	131.57485838135472	140.25755360285984	135.40790955215925	140.62108161207289	126.45921888755402	119.07374623208307	122.13669350570854	150.9685071275453	120.17601145386288	133.44938592484687	149.78654540746356	145.72621590463677	139.27559568238212	138.6213431371143	114.83211703774577	128.9909158856608	120.03114608733449	149.15572106681066	118.7637974433892	117.65293702617055	132.11946745036403	138.25494309904752	136.9114695393364	121.33019151774351	128.73914744856302	126.05074619682273	0.0	122.64990413637133	141.37769129610388	128.73273464216618	120.97581263932807	121.36702326970408	124.7832006989047	127.86587249400327	123.09976162668318	148.55659254260536	137.30553551130288	158.84688540559728	139.67990582168568	134.1835648400738	119.48502005936462	130.55748978670454	126.85742872505216	120.51356309748371	124.54262684765854	107.60921343346126	140.25044591985352	123.3130691574188	153.49249396956293	148.59729726292426	147.15642058401136	120.61033097765176	136.1959552988992	125.02177058131201	132.4088223827348	134.24134715792025	
P21728	94.81197151786182	117.77063525578706	98.87085928095621	119.32863198441919	64.00502610759577	124.6425698514795	123.26045089308172	149.24796765693463	105.14021512225736	93.17275888618315	96.60512083745562	108.7841893559962	69.39272270683432	118.86382171337027	133.0777592244558	86.71389878477203	103.38745215366362	124.99534970839159	163.11604588784394	80.8315848907223	129.9774204970454	139.78599648657837	113.12969395559048	101.76511947641848	128.17548887431622	148.3662721234141	148.7918738765875	90.23215140189859	131.54868026537588	104.35015429131454	122.60157986555714	149.68106989050284	101.94283807656029	134.4266315549612	116.10884629102657	117.7339781995106	136.76919537375215	130.21748924517306	108.20112663356122	118.39252699865028	97.95575058867689	106.4599023903138	103.03197000082582	112.0871619375539	97.11995703707362	116.89381725701969	110.47873830383469	109.96862981497543	119.74289304329432	119.5949243241921	100.53413115476724	111.34020935819717	87.70615609369997	89.60033294605091	88.3247784730629	119.46870114607736	135.19840799670783	94.19143593579065	116.26654478849377	118.03073979343753	95.88901043043006	77.93405048022396	96.71570420410717	92.77903848222923	122.64990413637133	0.0	115.85217174037825	87.31160808331333	97.74256289911864	108.70949254732113	91.10402546456316	109.52682589890901	94.07712008181261	98.20433083151875	98.01021721401776	135.11341511964565	99.95852131844731	102.20451166584098	78.17630878460477	97.66810551472008	96.06563070521224	82.69582591843209	96.76250004020403	77.84581169701414	104.70655602846819	101.13664824649459	141.15369223849848	119.78451729752123	118.29402089933865	108.7521441958379	137.95646271540318	98.82521894318052	112.6779814109832	116.23892366164364	
P30872	128.42213692551013	137.08938903483795	123.06278160781949	145.2966499433387	134.61555441532983	144.82256849575788	147.78124355489854	159.34754426695872	124.71001372183673	121.49100428662496	127.32003371103201	133.02454848829075	118.94379164063139	138.16031470894814	145.8533158764476	117.54709673282923	122.46695055841701	149.89175560561125	183.61645896857954	128.1949122727383	155.94336776976706	159.05264607237768	140.4103974896134	123.03767563897418	141.4247051953571	160.33965179952793	158.74387855874375	124.08724263883778	141.07950768462615	128.71504987688968	142.05843837349676	160.99966846511234	137.05736217676895	152.3416690499289	139.8983364002197	144.57246387345367	153.26483626943082	142.1538201358053	129.53778066742234	140.27686218975578	130.86197030777112	84.42865130194696	130.1321860969765	128.1340966638527	119.3143162383567	136.76268662814982	132.0527480663295	137.80500974837923	137.99897900855285	136.9867856624769	121.60547638125718	87.77419226052007	108.43073212685704	118.81994325434789	114.10349935741397	146.5758445042884	148.57965676122694	123.91965062078089	133.30112640740117	133.33008086541668	126.34551856317557	120.98159623748506	80.52748763124691	127.8337362492457	141.37769129610388	115.85217174037825	0.0	124.09833004081156	122.89271901482425	134.51080090506002	119.8495658202446	130.21715788496658	125.70341772813117	131.03046694431396	129.2708547757502	155.8487438619486	126.84421760652913	133.40040172635054	121.3699157689407	127.4012271220563	121.69805185333826	113.1094592511945	121.43956595440977	111.21036086388631	130.853251023349	132.1029218392796	149.3797398697352	143.76419197639916	141.6628269975772	125.6434777128743	154.1442727560643	122.01377928617876	126.5769679774603	132.3444602523232	
Q13255	109.49980536301155	110.80581656604772	113.09588712445111	123.7686928671319	115.88780186726945	137.97566852008458	126.94152238848619	147.8314313031733	113.67719202640001	92.64335275936173	94.03304754244164	119.81901626920444	94.28232201182982	118.97542709077243	141.80067873676307	93.58978931902675	93.4844177280902	128.83456209782162	166.0906441344123	115.1014809262706	134.3818572703167	146.99690644742805	123.12958236719714	104.54805373220006	130.13568875496276	149.33225500083063	148.6241867429344	110.65682532967185	129.55321355332853	122.62327146314783	120.60405451396946	149.23349634115584	100.75501459772931	139.31175229116343	116.63641403772635	133.85878803316155	139.66391450201627	136.3512217332027	120.1070186822908	131.15642524859868	107.61599286471028	119.73955538700102	105.48647499573417	115.53926610440249	99.6657070466681	129.20356775901746	114.86552842489618	115.37838737241691	134.65650514754816	128.41699549811892	118.50996832957026	122.7418596157222	96.22320168589067	101.91618759208359	94.83475984475808	116.52045542583801	138.43497104247217	107.38880986406002	122.3586988268653	129.22831912676338	83.9801354954252	56.83433747323579	111.08931513834978	106.80577556951903	128.73273464216618	87.31160808331333	124.09833004081156	0.0	100.6855612317595	110.49963059613947	86.22168957983376	115.09262375661638	103.32508903607959	109.77743901124632	100.01292010468023	147.45792596094543	112.47521332482575	109.4999560451688	81.84999518629047	103.78801571042277	107.23480485810433	87.34153955770307	109.20607728490722	87.97937664418714	88.23567223806458	106.15277254377725	147.4134552392643	123.81170408357866	126.5170002807863	120.84281590837054	138.30604834703263	108.60832640249282	120.04879672277457	117.15724682854488	
P34981	103.17177943429851	125.94538782582094	104.38857052962703	118.28480301566015	124.42666895232105	137.54424130493135	113.34524368985149	144.16828270016413	113.72501320623269	106.20372001400392	100.25612908673065	111.38022724330949	105.32015777473862	117.44211920553062	136.21428817616834	88.00903378466319	111.36289084619784	132.0503531887225	171.6410038947215	121.8132520243671	127.28944409410178	150.6365345193044	112.0479990682652	100.64501819624275	132.15240847766108	143.95746866114496	145.05522423311777	112.76581415855617	120.30697769367544	117.28905004561238	108.59989909249998	147.49610061269777	106.3424328830879	135.21457507480227	110.42447752349835	126.72218773695931	138.57110622116306	124.27621646378248	116.20866013421619	123.44365547159396	116.53320845046255	118.49919514245994	105.38697451933695	113.15601357938431	102.77559846863005	133.97038231299666	108.84979420268792	121.93002086547494	133.39405123442702	132.51068226587086	120.88333180670452	119.38945266469091	90.83554514154093	100.42996806297742	105.49670217999665	138.254288041775	129.25184845780313	103.24264405942813	118.03281846850587	120.39052337124303	114.20799926681502	98.80280684020545	105.48229783876741	103.50429393754166	120.97581263932807	97.74256289911864	122.89271901482425	100.6855612317595	0.0	107.17650847711775	106.10977267030103	107.5934520293813	103.04602976342721	121.61750729990308	110.00052087358199	137.7305738962168	119.29202672633983	110.77549922588514	96.13208933763963	109.18770487014262	106.27759733323182	96.56464896876423	101.21512795954186	85.69246595051663	122.41632161903544	105.48231735576701	144.18287948814395	125.13127252519189	130.88174519831955	107.49381952335534	136.77326477247698	99.24290483344521	115.05515288278548	118.66454081049596	
P25024	99.63617695379071	133.40761763433693	116.08429882352357	128.22734522994142	131.96763247280614	141.02012547664344	111.86181072646286	154.2877080818871	115.09244015929289	115.95372118527303	112.24809831695165	111.85928266742849	115.03540740668541	126.80213016888592	123.87658747273963	83.49192416953156	115.92191064747749	117.31842037735623	166.58605471122428	129.75661830231547	120.72492931835586	156.4993181177124	112.13545579608763	102.48873063485371	130.11412892385852	146.14145433343947	144.2332285461016	120.61669393084594	139.7170699153212	127.30315893975785	122.94275146583095	153.92164369986858	114.18228423752589	150.517891220632	109.98612745752325	131.09501356756664	141.04445008235052	129.99343304423383	116.84181503462605	128.7026056254981	127.12673374311998	127.23564368934603	87.1753852077527	119.54712598765036	106.64464882629545	133.61324732610956	103.75694531765475	114.50708676519571	135.2463673732418	139.74020812276285	122.77486021700315	125.82700595125789	95.59841247652366	109.5812025629566	108.0130161488778	141.83297004725318	139.1316916892829	103.24226560327224	129.06921510543907	130.41185590066016	118.99260989599861	105.11921418036218	112.39779419958359	103.69823682215065	121.36702326970408	108.70949254732113	134.51080090506002	110.49963059613947	107.17650847711775	0.0	112.46650521334959	109.84723251871765	105.79969257715857	131.7848616581323	120.98466768757498	147.65097481996054	118.08191881323	115.39032232460158	100.86347911742632	120.6928575768834	104.61446593957953	93.48751026319223	111.17110836823122	87.84330321213929	128.91494976553076	117.96747539046919	135.38893052365165	123.80462872574572	133.74018342525233	110.10384106647689	127.17803745833226	113.31316101702396	125.59304302045348	119.00159268279094	
Q14416	115.237199327501	98.627961824066	107.36633940049796	119.30826369085116	114.18817738594953	130.8814172593993	120.75384781992761	153.93430381646613	108.53039153799182	102.51932424062397	106.19550155027537	119.79567478611716	98.27719542081468	127.19098841404775	134.80022803280735	93.71137736248784	78.48588797112461	135.8756583771028	165.73251059299218	111.65577983943513	138.11720257962588	149.9155067531101	120.29426553333178	110.81358431582339	128.77960764610907	152.1687145329197	147.6102223273483	108.25847190394416	131.35689680615906	104.24345428869128	125.51163293333957	151.52438567514764	109.12770489964169	137.43103972176323	116.80286065582186	134.15680277856882	146.57686223037308	135.4165223481832	120.66793290880742	127.58339540247107	113.10345875303028	118.28971508797258	113.0616590642021	107.1387844713172	105.63452847974986	124.76236462051747	119.56352451430575	123.21069192304276	122.56037390549318	129.84857449034462	109.04362723923987	123.19807352067437	90.69526129392034	96.16203806281555	88.35060620412696	105.8802347065066	135.4289112763072	109.40695919812424	120.00740856019547	122.8548942998168	77.77039282821352	82.43010323579074	103.43989866657648	111.67676594044315	124.7832006989047	91.10402546456316	119.8495658202446	86.22168957983376	106.10977267030103	112.46650521334959	0.0	117.99862344999565	105.62295202014502	111.74592116200074	109.32879615014826	152.45940343523398	115.66871651995461	118.63795676342852	91.31862531913794	107.35648229141952	102.38328900135821	88.65677256762865	104.81657880012062	83.64208636363037	85.97720317314088	108.4391285283491	144.31541249138536	120.51158962358022	120.33952611853601	121.29110072675394	140.089013282035	104.24451994133415	120.75741582603223	124.08403766917763	
P43116	111.1306132869795	135.98265795462066	120.59577925028862	126.01098349620588	131.84668418957153	145.63479991373606	123.74632678751368	152.09415793477092	120.30795616656542	118.40073944401229	118.76718451117631	116.75729188896366	116.27000278182095	128.715790513088	129.39038756501395	90.83112505980534	114.67127263714792	133.59849080469576	171.98685109583312	128.3896115743555	130.67355256766314	153.2187691324798	120.303015814221	93.70502739929361	136.96711119927932	145.0294654557947	144.73252183408476	121.70603867448517	133.3052019632305	122.49556316906819	120.06403369084	154.19230562017765	128.1999436148326	142.0533418500563	115.34179616899928	129.04600474293693	145.4736086956691	118.25103408732684	126.01503635221161	132.89222247863654	133.49522101227194	115.97355518158292	115.9119683286408	122.25856525270501	115.93553500288544	138.3083898636978	114.32944845380553	123.47806301392848	140.48438143261592	125.41700868180487	126.05959408800118	121.42180190066574	97.95574830421538	112.9022044367739	105.01938849344151	139.28168615943287	131.2386956299597	102.10249627870508	126.06904266658239	136.54158698325045	123.20554533484392	111.00200353100081	107.04959566140315	110.8953536687186	127.86587249400327	109.52682589890901	130.21715788496658	115.09262375661638	107.5934520293813	109.84723251871765	117.99862344999565	0.0	105.35639409761643	130.72642500406073	121.64560834933945	146.4519736453076	123.89103706582682	118.89715137101302	103.12598933975096	123.20587299962062	96.49801412480883	104.0130858651537	116.59505367474048	97.2579876355012	132.0717057875445	118.3656442091451	151.52688710170332	143.119964841404	138.81465163838584	101.75358134962153	145.97479029279202	114.16676468017977	129.30342244497297	123.70917505014222	
P43119	99.05742887576343	125.17334932996891	109.03609192554723	125.00556131795747	114.07518299878575	134.32758559117792	118.54605277284281	145.03504945378518	109.85592772456584	103.14866312593222	102.5887915075873	112.25626998234657	101.47191580396611	116.8423897724715	133.2925816801726	86.05859043600503	108.84129636560101	121.3469741763256	161.35366989750764	116.0561161969672	127.50282390008215	146.3185710994585	116.21796608367004	99.62290089856833	127.31908467767062	153.60508156364085	141.04871836927487	108.70931428609765	131.39870672184043	117.93060258950572	122.69867650716333	140.8581261881045	105.1653155485401	141.08629321382614	110.34391784109175	121.4760242557677	135.75766168901464	125.5476790801622	115.2653418322443	123.38728789036395	114.45371878024889	116.21496633905917	99.89069493679563	115.01771946786903	91.47346128963545	125.86171674000798	119.45847855774628	108.59942260454409	130.81535073227133	127.12774185504531	113.16605598916067	119.17077727534343	92.60337379817793	107.82180999021512	100.1745328308316	127.5845062272274	134.3299785167619	92.54559954971774	118.6654366167495	124.99702591187088	107.70060431066668	95.68720558469067	107.94227280735504	97.62634418433299	123.09976162668318	94.07712008181261	125.70341772813117	103.32508903607959	103.04602976342721	105.79969257715857	105.62295202014502	105.35639409761643	0.0	115.4632033334783	106.03909475383989	145.22764889290556	105.06869941088371	100.76753400890448	89.28630795501522	110.84911698190263	102.24760313058505	96.87477298945305	109.9769105448213	80.71860469819512	118.88535404861614	104.65235104097519	140.99820538499625	125.2177175146644	120.8334312895895	108.21617053303635	127.34379644849105	105.22467280371347	112.14469755366008	111.26859690988204	
P08908	115.95488071117143	131.44368352617312	115.56738170546305	137.1278355410177	118.20500149628788	127.83054518942663	143.4747748637892	165.80009137930756	116.16790282646252	95.61705381462525	115.33873632039467	136.1730799840443	105.76481053959287	134.17754558347224	152.34081634158792	106.92336650141806	114.27366583693947	134.46494010872266	174.6928173739434	113.7683252995921	146.528241847569	153.71941098354	135.0115347843821	121.62258675957855	139.79476091825927	165.0096570005553	163.9668508927425	109.92899248590402	139.04960929816298	116.13682434237853	137.5413374084892	163.21166392623854	113.15351163809828	138.37234209758753	131.47184377330996	128.5640879721759	154.6244216979394	141.74558981384325	126.48569748051523	128.2224664217647	110.64515414727794	128.0057128235494	117.3954330652341	129.0974692254822	113.11055486421537	126.52355187003559	134.23625776456902	126.41814989682462	127.73061940314074	142.56322266136704	113.49320203963725	128.98690795055882	104.95778266745037	97.66796114524186	104.34622027927253	132.18210275632737	152.5479427031387	115.92867740626389	135.10109239559097	126.33941523647809	113.00144937926962	101.02874838963908	117.81304695511062	123.37616414554941	148.55659254260536	98.20433083151875	131.03046694431396	109.77743901124632	121.61750729990308	131.7848616581323	111.74592116200074	130.72642500406073	115.4632033334783	0.0	109.05781500195735	148.19756330580276	110.59987263423682	128.8302619791648	97.77312111361243	107.65143361852097	115.3786632061383	93.2868373986712	116.740984818156	99.34587260782428	109.98190555305337	129.1590136836021	146.47132440072892	136.93097960228624	126.22175190715643	129.23599086377362	146.18494002624357	112.69119725328346	124.52877102130878	126.7040885793831	
P21554	111.47002081912069	125.00854552396049	117.21962215400708	139.91984736647282	115.83514515399293	128.59178625127242	138.10253010319138	162.19275157876837	104.27655972009234	105.16924832791847	109.83404902114125	128.44718695776828	96.8559149599314	133.47575696861895	140.76026498123247	100.24416640256823	111.21925942816597	126.75979780663329	172.425224065184	116.18555366732471	140.03195205116936	154.62557711628324	134.7584853865992	111.82664736289007	134.75331934385758	155.4063878547022	160.4370638004475	104.86871941895515	139.73793760307308	116.3973056216928	133.21702846088738	158.14042874595907	113.94123932089133	140.12772075740213	130.1951298161439	121.60306300893717	144.36321290601336	142.21742842441017	117.49022630155378	127.51827867467364	112.22311018141045	127.7485414355906	108.53280116665701	120.84693150238309	105.08812264193693	129.2394356509758	126.2180675927084	117.38327090801613	128.57104735680332	137.7158458367776	114.1693470345781	125.2030287397065	100.16279804939404	107.25475229571748	98.71660858516407	128.1830567796569	154.3466751618398	101.34548188639747	127.26485609314113	130.12875184016593	104.68721980125702	94.49957515245478	112.3167009185272	111.1729233161459	137.30553551130288	98.01021721401776	129.2708547757502	100.01292010468023	110.00052087358199	120.98466768757498	109.32879615014826	121.64560834933945	106.03909475383989	109.05781500195735	0.0	149.80784544914786	107.43884815480851	118.65938798192656	98.88665280000714	110.97831373523513	109.4073206664616	93.88911435786576	107.00016119623615	92.87420156899316	117.86243934908998	120.10879663775268	143.68227655159717	131.05436599721725	131.3721876017953	122.12755175710481	132.62298007485515	101.61304494032811	125.26895411307487	127.54355642812152	
Q13639	139.97748600650812	168.1283609942766	134.06793860139442	147.00001167232404	150.58349351375364	154.23103296285262	164.20121085451683	170.8661853146623	149.26815793052083	148.77657884010114	146.49074634135468	134.07969336441602	146.66616782185156	157.0129932986456	161.2176482412615	133.88929052825551	154.804480445222	161.45490489606163	195.76678074148367	152.03121958457632	155.51902944524772	174.27909911700408	155.5811819017399	143.54106091114227	162.59581495338352	177.65350214025239	176.11046629055636	141.65664866103907	157.54722605959978	142.76609227061272	159.21622188441688	186.9325650409446	150.01158164301887	160.06875999778276	157.2812603545608	131.75791624913109	179.1357707050047	156.3082764399005	150.48825651261723	142.61310095939552	148.36731019121362	150.4906431356212	152.6708278968581	148.4403306908207	141.2084102622248	144.08152796101058	143.4718233487656	149.8814083855832	141.81649113356252	134.2064625917119	143.36400351295015	153.32769050786737	133.51131244459248	137.03203996899538	139.81919726799242	171.47836602298776	165.05884053689078	122.92550394491991	149.51982244220562	145.26323993020924	152.8436973830103	146.00122086514602	144.73855814349372	134.29057390388334	158.84688540559728	135.11341511964565	155.8487438619486	147.45792596094543	137.7305738962168	147.65097481996054	152.45940343523398	146.4519736453076	145.22764889290556	148.19756330580276	149.80784544914786	0.0	153.6529818798881	152.34086545002356	132.9201805816556	140.46673047245713	143.19943656929536	141.30901378861745	140.62108183678356	129.6816589202499	159.75850335303403	138.27966583904345	169.32133337605046	163.94290547125274	155.24214534537168	144.80469279520912	172.7706521852524	137.89411173254484	143.92934794286703	157.59285327250836	
P30542	112.76696486101719	136.28739557648078	109.57749565763515	137.41910254879622	127.04276660445612	133.96822481619893	128.08819893799955	158.44624106091214	120.00301868555835	105.4271286240546	113.4426307802205	124.81505976084736	108.39460440410767	130.7174269009265	137.10664110834477	101.73446451011114	124.67825275845826	126.24312809217372	164.47953817839152	125.44321213715011	136.12573733751196	156.45255073261796	128.11204446223564	114.00214928388596	128.73246432252927	164.8226438772981	153.77317661553388	112.69850405029138	146.41207855078392	124.62155894632451	133.3002913178061	157.09753945289413	110.97991880541667	146.7503864877508	123.55356892931741	130.07902433365234	143.30211038532434	147.4205918078078	113.2286389140063	125.86930820840644	125.38580678001745	125.25177501968574	109.10457996017067	128.66997449612245	105.17015058137622	128.40580406872323	123.14717208863294	119.27430951118004	124.56331762598711	141.35230339848204	121.81897534237942	128.65878028271254	100.77844483462104	110.46559722191887	108.36702973477077	143.61834947537864	150.68776704344782	106.18928434554255	133.16102440888062	127.82343975076219	113.91915513569256	101.77092633853317	119.12567879550625	97.76872296392685	139.67990582168568	99.95852131844731	126.84421760652913	112.47521332482575	119.29202672633983	118.08191881323	115.66871651995461	123.89103706582682	105.06869941088371	110.59987263423682	107.43884815480851	153.6529818798881	0.0	118.92274908973195	96.84932175421272	113.86276360350894	109.43455591477687	93.26393542360165	114.98158592687105	95.927184957196	116.2960433463304	125.90785083454102	143.45128853741335	128.8508527149097	138.00653591373703	120.90506259602262	146.1647290281835	107.95750101172598	122.67719289793604	131.05000791483326	
P24530	104.39487738789467	129.13945317587059	116.25595981844526	125.97022995819862	122.62027099756233	140.70524977312016	129.4689654508693	156.3054016597016	119.91515294463898	120.03256961649458	113.31042906582297	129.1321272529458	105.69457595788117	125.89773103980406	142.58369269418472	96.34348988842976	119.78077620307158	131.35773803647317	167.70250536983076	125.3053850929864	134.84474356604915	152.13011366025603	122.54229398020834	107.6594759759464	124.80930401840305	155.62001160580257	146.29201960192586	120.66593727313739	135.22376125289884	133.25628434079408	120.31590995237639	151.08782462366798	121.14160172657284	147.90860086995235	120.79649733919359	132.09336814006383	150.19052605166507	143.26391225012776	123.19153307260422	133.6307142899459	117.44395499488746	124.6360750663589	109.44403042680642	127.4792227231228	102.14411021110573	135.5511212071724	122.88750900191371	119.62891285093792	139.533599181319	144.36410283819714	128.25500273796206	134.06280459505797	106.59421125944937	121.25859163950372	114.19960746467405	138.32475799311942	143.70677287147555	104.70858143294754	132.2821463797154	130.16323787112196	119.18639922000875	102.05041857883043	118.0143016610964	113.83394342985412	134.1835648400738	102.20451166584098	133.40040172635054	109.4999560451688	110.77549922588514	115.39032232460158	118.63795676342852	118.89715137101302	100.76753400890448	128.8302619791648	118.65938798192656	152.34086545002356	118.92274908973195	0.0	103.59367806890805	117.62011927216372	116.23282816003484	108.37672442752228	117.30047236882092	99.72822867699142	121.74855139933061	116.34601726573601	151.33755753898004	134.80933919279778	143.89897359874158	118.7089829841716	131.92356674138864	117.53797127459256	117.72534145575628	90.2732592435932	
P11229	87.6457465227868	114.87258108812966	98.54604664526414	98.17638736587833	107.7923328850593	128.7112231150677	117.22046204042272	145.14564124130993	99.39871140828473	87.06019594936515	88.22634556362755	100.65649987204233	92.79947148964857	109.96397815385717	131.0122726225236	76.84470553140272	94.8007310377725	120.70717190607684	160.66330996708712	108.98002640341292	121.85218182360404	134.56163566675968	105.74327590802568	92.89041580157937	124.47824861851404	146.66114566326723	140.28133193808026	101.87623385869665	124.38584091965458	106.79005785580375	115.89661229561898	142.83593002476846	85.63620270459796	130.14797776655178	109.52302008404513	117.39821617520647	132.36342584548402	119.23151648309431	113.50902935847989	118.97923146359972	99.47719848508132	108.49020813361858	100.66323660322814	113.32730663372786	92.43404171634029	121.15406222976162	103.52697917180194	106.47680856953957	122.45063759718323	119.05873197127949	110.09274016835843	110.78970138038858	81.03347933547047	90.06267035446945	84.74416709734942	124.68110947092646	126.28878419741523	83.7807400674501	102.74898870350444	117.9620515681745	93.5382364411198	69.23906733153854	100.87387146058609	97.84054378626752	119.48502005936462	78.17630878460477	121.3699157689407	81.84999518629047	96.13208933763963	100.86347911742632	91.31862531913794	103.12598933975096	89.28630795501522	97.77312111361243	98.88665280000714	132.9201805816556	96.84932175421272	103.59367806890805	0.0	95.96437241396052	93.02167843675124	72.56369675468886	94.95023255271371	64.8282129423169	101.65192211438261	82.77760941025917	138.11216805546428	120.08578379979008	106.11992859447491	104.38691054095398	129.2010632736201	95.78150565750548	107.22449505150871	113.80110389154288	
P28335	116.69618468347471	134.24967720994027	108.89652563721756	128.25201394443866	118.06095645466121	134.19637537316885	138.73540654033422	153.0198482547421	109.44506668683607	105.14175747259287	107.46149833546951	124.82117967799422	105.95369016000768	126.08273209712934	140.10980363143608	99.66539984027622	113.40865490928991	133.5562007216795	171.2874279920652	118.06836597889196	142.4354572154698	149.33544658697792	124.56548307213234	110.1208331771777	129.41146806860343	153.14637773146387	143.72682990937028	98.05167160343262	134.9164164797985	111.38400270085549	130.82845904340502	151.9509112369269	111.45517531764926	135.27769202692434	127.12715293717338	129.41456479832414	145.47817684907932	132.41405244771158	120.56735220400151	124.80884900642559	104.06822719622869	125.92905131640146	113.28356312168762	119.85862776188878	108.9109420636305	132.95975137420464	120.29991048986267	123.63939451816259	130.26380991531187	133.99377310089767	112.09550401580054	130.77333461184753	94.80843905142683	107.79204725567251	104.26776122133015	131.17016892973334	143.71497014324996	108.44714303791989	125.8138825429487	119.63060289190616	105.86336885055061	93.28223982886993	117.13677076337626	111.41313642961904	130.55748978670454	97.66810551472008	127.4012271220563	103.78801571042277	109.18770487014262	120.6928575768834	107.35648229141952	123.20587299962062	110.84911698190263	107.65143361852097	110.97831373523513	140.46673047245713	113.86276360350894	117.62011927216372	95.96437241396052	0.0	113.73974140512291	98.84414397049113	111.03632536766236	89.92979827424278	116.63014654091967	113.80244079331169	155.7631965377368	134.99565212847665	128.79490051581524	123.34313755109906	140.83434031822253	108.6078122172039	121.8852662186764	122.34777825814672	
P43115	98.75237128697336	127.3412329836865	102.31739858168294	122.70905755239073	115.85509876249125	125.84213798423298	116.85896490269806	150.41849586192984	111.16526545584202	106.36516585078789	110.29321547283325	118.19495862870826	102.80996226234129	119.92812886286993	125.42551456007641	81.77788727491861	109.80261409113882	126.33133145052125	166.0797612289025	113.0847691516392	130.32401443709387	152.70636770062265	110.813521261618	97.52961311716354	133.5821092700353	138.81143786828034	148.93819551775232	111.59034294620506	130.19551551766926	105.37604667857522	124.51284870016389	151.11502458632458	114.1019834044273	139.14330346568022	115.62060061929515	115.35672987278667	140.64975138171576	121.01202627102612	120.03468639147468	120.55893072101753	117.89212469570339	112.94196667912183	111.05784989206586	113.53352899634046	104.0030828403178	120.09895421285182	107.3499082201597	115.7785225280677	118.63739820456249	128.71829808701295	111.99475794611499	111.83240739052417	86.55365813621029	111.97968958917772	95.38554856699193	134.7788181352662	136.39237022554153	94.11288109468296	119.8545330723864	120.91203914023936	113.35172132542357	99.3514928817458	97.3760701888823	103.86764304491226	126.85742872505216	96.06563070521224	121.69805185333826	107.23480485810433	106.27759733323182	104.61446593957953	102.38328900135821	96.49801412480883	102.24760313058505	115.3786632061383	109.4073206664616	143.19943656929536	109.43455591477687	116.23282816003484	93.02167843675124	113.73974140512291	0.0	92.15110861646826	104.87701949881739	81.32067477999954	119.7612005405681	113.79242633987451	141.43327494466212	126.86362670513336	123.03653378679883	78.90118030633312	138.94004046102054	102.37631234049331	113.9261604738349	117.4834135005949	
Q9Y5N1	99.12208976739203	116.56648287040298	104.48830112989526	116.04436340762186	110.97662159302854	124.68843671117793	119.19038981982158	145.10542863080627	104.56308073687251	75.28316203909344	94.31631363058113	103.3251753122313	90.13451605293085	117.25640821285197	125.82075225337758	79.94154362360132	90.87436708723544	118.2739496351569	165.10232286911923	111.32974870779435	124.24255721413647	137.38186730543384	108.19084712312906	95.8283311543928	124.35456553116092	145.39899491964024	138.21964325758745	104.5458077333169	126.5374532097776	99.83095796746784	118.4550703051791	145.66803771568811	87.1872237046191	129.92355700660846	111.01772147111478	120.026509153191	133.32666966455872	125.18544335375191	107.56448248398374	120.18895951550803	109.10952248118701	105.8631832760002	99.50704686701647	105.14426423163968	96.9555927392721	119.29455932418932	108.81312004661595	113.24556588535779	119.74185989354737	121.45397416866035	101.84720587029005	105.99280760643887	75.77018406709249	76.81787935158354	80.81854397142888	121.09935733056045	133.71645252092276	91.36065442368272	109.07278044734267	126.0693562880333	92.36466994768125	79.68361411656952	93.80345514902729	99.04104169688071	120.51356309748371	82.69582591843209	113.1094592511945	87.34153955770307	96.56464896876423	93.48751026319223	88.65677256762865	104.0130858651537	96.87477298945305	93.2868373986712	93.88911435786576	141.30901378861745	93.26393542360165	108.37672442752228	72.56369675468886	98.84414397049113	92.15110861646826	0.0	96.998154582805	70.91380609982298	98.93082580425835	102.07337378358352	128.1372849327454	116.76716274317005	117.66098651834182	106.86436694706208	130.10852524262737	95.68220749977627	115.19974106500013	115.2629050250689	
